Method,Run,Converged,Iterations,Time_ms,Trans_Error_m,Rot_Error_deg,Final_RMSE,Final_Fitness,Corr_Number,Transform_00,Transform_01,Transform_02,Transform_03,Transform_10,Transform_11,Transform_12,Transform_13,Transform_20,Transform_21,Transform_22,Transform_23,Transform_30,Transform_31,Transform_32,Transform_33,SVD_Sigma_0,SVD_Sigma_1,SVD_Sigma_2,SVD_Sigma_3,SVD_Sigma_4,SVD_Sigma_5,EVD_Lambda_0,EVD_Lambda_1,EVD_Lambda_2,EVD_Lambda_3,EVD_Lambda_4,EVD_Lambda_5,Schur_Rot_Lambda_0,Schur_Rot_Lambda_1,Schur_Rot_Lambda_2,Schur_Trans_Lambda_0,Schur_Trans_Lambda_1,Schur_Trans_Lambda_2,Cond_Full_SVD,Cond_Sub_Rot,Cond_Sub_Trans,Cond_Schur_Rot,Cond_Schur_Trans,Degenerate_Mask_0,Degenerate_Mask_1,Degenerate_Mask_2,Degenerate_Mask_3,Degenerate_Mask_4,Degenerate_Mask_5SuperLoc_Has_Data,SuperLoc_Uncertainty_X,SuperLoc_Uncertainty_Y,SuperLoc_Uncertainty_Z,SuperLoc_Uncertainty_Roll,SuperLoc_Uncertainty_Pitch,SuperLoc_Uncertainty_Yaw,SuperLoc_Cond_Full,SuperLoc_Cond_Rot,SuperLoc_Cond_Trans,SuperLoc_Is_Degenerate
FCN-SR,0,1,12,28.1749,0.962438,3.7645,0.19578,0.0577889,184,0.99936,-0.0329648,-0.0138652,0.197847,0.0321509,0.997951,-0.0553106,0.797774,0.0156601,0.0548295,0.998373,0.500701,0,0,0,11.47082,7.69123,30.2834,1468.13,13825.8,17273.3,1.47082,7.69123,30.2834,1468.13,13825.8,17273.3,0.0,0.0,0.0,0.0,0.0,0.0,5.79572,20.6654,11744,0.0,0.0,1,1,1,1,0,00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
ME-SR,0,0,30,17.4412,0.961933,3.65983,0.197329,0.0588469,170,0.99942,-0.0310631,-0.0139308,0.199415,0.0302652,0.99807,-0.0542309,0.796911,0.0155885,0.0537778,0.998431,0.500482,0,0,0,10.977621,8.45341,28.3589,886.401,13997,18354.7,0.977621,8.45341,28.3589,886.401,13997,18354.7,0.0,0.0,0.0,0.0,0.0,0.0,4.90618,29.1193,18774.9,0.0,0.0,1,1,1,0,0,00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
ME-TReg,0,0,30,17.1498,0.221804,0.111776,0.0417733,0.193864,2644,0.999999,0.000997795,0.000411855,-0.00197895,-0.000997125,0.999998,-0.00162521,0.0141665,-0.000413476,0.0016248,0.999999,0.221342,0,0,0,18.99304,120.305,156.017,14815.3,55821.4,60374.9,8.99304,120.305,156.017,14815.3,55821.4,60374.9,0.0,0.0,0.0,0.0,0.0,0.0,1.4631,17.4214,6713.52,0.0,0.0,1,0,0,0,0,00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
ME-TSVD,0,0,30,18.7212,0.0290957,0.966233,0.145664,0.176937,1879,0.999963,-0.000499155,0.00858439,0.0136559,0.000374574,0.999895,0.014508,0.00943071,-0.00859072,-0.0145043,0.999858,0.0238985,0,0,0,16.43117,78.5428,134.208,12737,18932.3,37519.6,6.43117,78.5428,134.208,12737,18932.3,37519.6,0.0,0.0,0.0,0.0,0.0,0.0,2.67777,20.9648,5834.02,0.0,0.0,1,1,0,0,0,00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
Ours,0,1,10,7.00239,0.0271198,0.0507193,0.0315709,0.206559,7562,1,0.000432258,-0.000754816,0.00799381,-0.000432382,1,-0.000164208,0.000250819,0.000754745,0.000164534,1,0.0259137,0,0,0,115.486,130.131,181.186,15092.7,62186.2,69199.2,15.486,130.131,181.186,15092.7,62186.2,69199.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0098,11.7362,4468.5,0.0,0.0,0,0,0,1,0,00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
XICP,0,1,9,48.7165,0.0041969,2.86097,0.182705,7.3023,762,0.998754,-0.0499125,6.05184e-06,0.000747172,0.0499125,0.998754,-8.97567e-05,0.0020976,-1.56432e-06,8.99469e-05,1,-0.0035575,0,0,0,11489.33,1541.57,3489.23,48154.6,1.55407e+06,1.6251e+06,1489.33,1541.57,3489.23,48154.6,1.55407e+06,1.6251e+06,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,1091.16,0.0,0.0,0,0,0,0,0,00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
